,PLAYER,POS_CFB,YEAR_RECRUITED,RNK_RECRUITED,STAR,247_SCORE,COLLEGE_CFB,HOME_CITY,HOME_STATE,LAT,LNG,YEAR_DRAFTED,DRAFT_RND,DRAFT_PICK,NFL_TEAM,POS_NFL,COLLEGE_NFL
0,Joe McKnight,RB,2007,1,5,0.9997,USC,New Orleans,LA,30.03280175,-89.97500545,2010,4,112,NYJ,RB,USC
1,Tyrann Mathieu,CB,2010,223,4,0.9132,LSU,New Orleans,LA,30.03280175,-89.97500545,2013,3,69,ARI,DB,LSU
2,Trai Turner,OG,2011,355,3,0.8765,LSU,New Orleans,LA,30.03280175,-89.97500545,2014,3,92,CAR,OL,LSU
3,Deion Jones,OLB,2012,378,3,0.8899,LSU,New Orleans,LA,30.03280175,-89.97500545,2016,2,52,ATL,OLB,LSU
4,Lorenzo Doss,ATH,2012,1123,3,0.8354,Tulane,New Orleans,LA,30.03280175,-89.97500545,2015,5,164,DEN,CB,Tulane
5,Jimmy Clausen,PRO,2007,2,5,0.9988,Notre Dame,Thousand Oaks,CA,34.17142715,-118.9105877,2010,2,48,CAR,QB,Notre Dame
6,Casey Matthews,ILB,2007,347,3,0.8764,Oregon,Thousand Oaks,CA,34.17142715,-118.9105877,2011,4,116,PHI,LB,Oregon
7,Cassius Marsh,DT,2010,118,4,0.9441,UCLA,Thousand Oaks,CA,34.17142715,-118.9105877,2014,4,108,SEA,DE,UCLA
8,Jordan Payton,WR,2012,135,4,0.9427,UCLA,Thousand Oaks,CA,34.17142715,-118.9105877,2016,5,154,CLE,WR,UCLA
9,Eric Berry,CB,2007,3,5,0.9986,Tennessee,Fairburn,GA,33.5670562,-84.5810418,2010,1,5,KAN,DB,Tennessee
10,Joshua Holsey,CB,2012,157,4,0.9358,Auburn,Fairburn,GA,33.5670562,-84.5810418,2017,7,235,WAS,DB,Auburn
11,Marvin Austin,DT,2007,4,5,0.9979,North Carolina,Washington,DC,38.8949549,-77.0366456,2011,2,52,NYG,DT,North Carolina
12,Arrelious Benn,WR,2007,12,5,0.9937,Illinois,Washington,DC,38.8949549,-77.0366456,2010,2,39,TAM,WR,Illinois
13,Jeremiah Attaochu,OLB,2010,1073,3,0.851,Georgia Tech,Washington,DC,38.8949549,-77.0366456,2014,2,50,SDG,LB,Georgia Tech
14,Kevin Hogan,PRO,2011,356,3,0.8764,Stanford,Washington,DC,38.8949549,-77.0366456,2016,5,162,KAN,QB,Stanford
15,Eddie Goldman,DT,2012,10,5,0.9944,Florida State,Washington,DC,38.8949549,-77.0366456,2015,2,39,CHI,DT,Florida State
16,Sean Davis,CB,2012,682,3,0.8657,Maryland,Washington,DC,38.8949549,-77.0366456,2016,2,58,PIT,CB,Maryland
17,Ryan Mallett,PRO,2007,5,5,0.9978,Michigan,Texarkana,TX,33.425125,-94.0476882,2011,3,74,NWE,QB,Arkansas
18,Cobi Hamilton,WR,2009,463,3,0.8764,Arkansas,Texarkana,TX,33.425125,-94.0476882,2013,6,197,CIN,WR,Arkansas
19,Marqueston Huff,CB,2010,1223,3,0.8448,Wyoming,Texarkana,TX,33.425125,-94.0476882,2014,4,122,TEN,DB,Wyoming
20,Nick Reed,FB,2012,1818,2,0.7942,SMU,Texarkana,TX,33.425125,-94.0476882,2009,7,247,SEA,DE,Oregon
21,Matt Kalil,OT,2008,20,5,0.9892,USC,Anaheim,CA,33.8347516,-117.911732,2012,1,4,MIN,T,USC
22,Troy Niklas,SDE,2011,179,4,0.9187,Notre Dame,Anaheim,CA,33.8347516,-117.911732,2014,2,52,ARI,TE,Notre Dame
23,Everson Griffen,SDE,2007,9,5,0.996,USC,Avondale,AZ,33.4359175,-112.3405021,2010,4,100,MIN,DE,USC
24,Tommy Bohanon,FB,2009,1265,3,0.8333,Wake Forest,North Fort Myers,FL,26.7107495,-81.81301046,2013,7,215,NYJ,RB,Wake Forest
25,Tre Boston,CB,2010,818,3,0.859,North Carolina,North Fort Myers,FL,26.7107495,-81.81301046,2014,4,128,CAR,DB,North Carolina
26,Kevin Zeitler,OG,2008,691,3,0.8556,Wisconsin,Milwaukee,WI,43.0349931,-87.922497,2012,1,27,CIN,G,Wisconsin
27,Eric Murray,ATH,2012,2047,2,0.7791,Minnesota,Milwaukee,WI,43.0349931,-87.922497,2016,4,106,KAN,CB,Minnesota
28,Carlos Dunlap,SDE,2007,14,5,0.9935,Florida,North Charleston,SC,32.8546197,-79.9748103,2010,2,54,CIN,DE,Florida
29,Robert Quinn,WDE,2008,264,4,0.8993,North Carolina,North Charleston,SC,32.8546197,-79.9748103,2011,1,14,STL,DE,North Carolina
30,Martez Wilson,WDE,2007,15,5,0.9926,Illinois,Chicago,IL,41.8755546,-87.6244212,2011,3,72,NOR,LB,Illinois
31,Darius Fleming,OLB,2008,63,4,0.9705,Notre Dame,Chicago,IL,41.8755546,-87.6244212,2012,5,165,SFO,LB,Notre Dame
32,Laken Tomlinson,OG,2010,625,3,0.867,Duke,Chicago,IL,41.8755546,-87.6244212,2015,1,28,DET,G,Duke
33,Andy Gallik,OG,2010,1265,3,0.8417,Boston College,Chicago,IL,41.8755546,-87.6244212,2015,6,208,TEN,C,Boston College
34,Da'Ron Brown,WR,2010,1481,3,0.8333,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,2015,7,233,KAN,WR,Northern Illinois
35,Pat O'Connor,WDE,2012,2693,2,0.7475,Eastern Michigan,Chicago,IL,41.8755546,-87.6244212,2017,7,250,DET,DE,Eastern Michigan
36,Kenny Golladay,WR,2012,3041,2,0.7,Northern Illinois,Chicago,IL,41.8755546,-87.6244212,2017,3,96,DET,WR,Northern Illinois
37,Ronald Johnson,CB,2007,16,5,0.9923,USC,Muskegon,MI,43.2341813,-86.2483921,2011,6,182,SFO,WR,USC
38,Tyrod Taylor,DUAL,2007,17,5,0.9914,Virginia Tech,Hampton,VA,37.0300969,-76.3452057,2011,6,180,BAL,QB,Virginia Tech
39,Tajh Boyd,PRO,2009,31,5,0.984,Clemson,Hampton,VA,37.0300969,-76.3452057,2014,6,213,NYJ,QB,Clemson
40,Austin Pettis,WR,2007,545,3,0.8556,Boise State,Orange,CA,33.7500378,-117.8704931,2011,3,78,STL,WR,Boise State
41,Stepfan Taylor,RB,2009,279,4,0.8961,Stanford,Mansfield,TX,32.5631924,-97.1416768,2013,5,140,ARI,RB,Stanford
42,Tevin Mitchel,CB,2011,205,4,0.9098,Arkansas,Mansfield,TX,32.5631924,-97.1416768,2015,6,182,WAS,CB,Arkansas
43,Rees Odhiambo,OG,2011,1380,3,0.8066,Boise State,Mansfield,TX,32.5631924,-97.1416768,2016,3,97,SEA,G,Boise State
44,Josh Doctson,WR,2011,1467,3,0.8,Wyoming,Mansfield,TX,32.5631924,-97.1416768,2016,1,22,WAS,WR,TCU
45,Hassan Ridgeway,SDE,2012,229,4,0.9174,Texas,Mansfield,TX,32.5631924,-97.1416768,2016,4,116,IND,DT,Texas
46,Vinny Curry,WDE,2007,2060,2,0.7222,Marshall,Cincinnati,OH,39.1014537,-84.5124602,2012,2,59,PHI,DE,Marshall
47,Kyle Rudolph,TE,2008,29,4,0.9832,Notre Dame,Cincinnati,OH,39.1014537,-84.5124602,2011,2,43,MIN,TE,Notre Dame
48,DeVier Posey,WR,2008,49,4,0.9769,Ohio State,Cincinnati,OH,39.1014537,-84.5124602,2012,3,68,HOU,WR,Ohio State
49,Greg Scruggs,SDE,2008,931,3,0.8337,Louisville,Cincinnati,OH,39.1014537,-84.5124602,2012,7,232,SEA,DE,Louisville
50,Luke Kuechly,OLB,2009,576,3,0.8684,Boston College,Cincinnati,OH,39.1014537,-84.5124602,2012,1,9,CAR,LB,Boston College
51,Ted Bolser,TE,2009,699,3,0.8622,Indiana,Cincinnati,OH,39.1014537,-84.5124602,2014,7,217,WAS,TE,Indiana
52,Spencer Ware,ATH,2010,85,4,0.9593,LSU,Cincinnati,OH,39.1014537,-84.5124602,2013,6,194,SEA,RB,LSU
53,Preston Brown,OLB,2010,848,3,0.859,Louisville,Cincinnati,OH,39.1014537,-84.5124602,2014,3,73,BUF,LB,Louisville
54,Donavon Clark,OT,2011,344,3,0.8782,Michigan State,Cincinnati,OH,39.1014537,-84.5124602,2016,7,224,SDG,G,Michigan State
55,Adolphus Washington,WDE,2012,19,5,0.9895,Ohio State,Cincinnati,OH,39.1014537,-84.5124602,2016,3,80,BUF,DT,Ohio State
56,Travis Benjamin,WR,2008,166,4,0.9259,Miami,Belle Glade,FL,26.68837015,-80.67212587,2012,4,100,CLE,WR,Miami
57,Clive Walford,TE,2010,1478,3,0.8333,Miami,Belle Glade,FL,26.68837015,-80.67212587,2015,3,68,OAK,TE,Miami
58,Kelvin Benjamin,WR,2011,126,4,0.9377,Florida State,Belle Glade,FL,26.68837015,-80.67212587,2014,1,28,CAR,WR,Florida State
59,Jatavis Brown,OLB,2012,1917,2,0.7882,Akron,Belle Glade,FL,26.68837015,-80.67212587,2016,5,175,SDG,OLB,Akron
60,Muhammad Wilkerson,SDE,2007,1375,2,0.7889,Temple,Chatham,VA,36.8256943,-79.3980806,2011,1,30,NYJ,DT,Temple
61,Quinton Coples,SDE,2008,204,4,0.9131,North Carolina,Chatham,VA,36.8256943,-79.3980806,2012,1,16,NYJ,DE,North Carolina
62,Ego Ferguson,SDE,2010,75,4,0.9651,LSU,Chatham,VA,36.8256943,-79.3980806,2014,2,51,CHI,DT,LSU
63,Ryan Miller,OT,2007,25,5,0.9859,Colorado,Littleton,CO,39.613321,-105.0166498,2012,5,160,CLE,G,Colorado
64,Cam Newton,DUAL,2007,26,5,0.985,Florida,Atlanta,GA,33.7490987,-84.3901849,2011,1,1,CAR,QB,Auburn
65,Morgan Burnett,WR,2007,77,4,0.9603,Georgia Tech,Atlanta,GA,33.7490987,-84.3901849,2010,3,71,GNB,DB,Georgia Tech
66,Cooper Taylor,ATH,2008,1061,3,0.8288,Georgia Tech,Atlanta,GA,33.7490987,-84.3901849,2013,5,152,NYG,DB,Richmond
67,Chance Warmack,OG,2009,426,3,0.8795,Alabama,Atlanta,GA,33.7490987,-84.3901849,2013,1,10,TEN,G,Alabama
68,Henry Anderson,WDE,2010,623,3,0.867,Stanford,Atlanta,GA,33.7490987,-84.3901849,2015,3,93,IND,DE,Stanford
69,Damian Swann,CB,2011,51,4,0.9728,Georgia,Atlanta,GA,33.7490987,-84.3901849,2015,5,167,NOR,CB,Georgia
70,Amarlo Herrera,ILB,2011,226,4,0.9033,Georgia,Atlanta,GA,33.7490987,-84.3901849,2015,6,207,IND,ILB,Georgia
71,Lorenzo Mauldin,SDE,2011,915,3,0.8393,Louisville,Atlanta,GA,33.7490987,-84.3901849,2015,3,82,NYJ,OLB,Louisville
72,Stephen Weatherly,WDE,2012,815,3,0.8535,Vanderbilt,Atlanta,GA,33.7490987,-84.3901849,2016,7,227,MIN,OLB,Vanderbilt
73,Curtis Brown,CB,2007,27,5,0.9849,Texas,Gilmer,TX,32.7287472,-94.9424379,2011,3,95,PIT,DB,Texas
74,Jurrell Casey,DT,2008,238,4,0.9056,USC,Long Beach,CA,33.78538945,-118.1580493,2011,3,77,TEN,DT,USC
75,Kaelin Clay,WR,2010,566,3,0.8701,California,Long Beach,CA,33.78538945,-118.1580493,2015,6,184,TAM,WR,Utah
76,Antonio Allen,S,2007,499,3,0.859,South Carolina,Ocala,FL,29.1871986,-82.1400923,2012,7,242,NYJ,DB,South Carolina
77,P.J. Williams,S,2012,118,4,0.9487,Florida State,Ocala,FL,29.1871986,-82.1400923,2015,3,78,NOR,CB,Florida State
78,Brandon Gibson,WR,2007,164,4,0.9207,Alabama,Mobile,AL,30.6943566,-88.0430541,2009,6,194,PHI,WR,Washington State
79,Matt McCants,OT,2007,1773,2,0.7444,UAB,Mobile,AL,30.6943566,-88.0430541,2012,6,201,NYG,T,UAB
80,Mark Barron,S,2008,71,4,0.9665,Alabama,Mobile,AL,30.6943566,-88.0430541,2012,1,7,TAM,DB,Alabama
81,Jalston Fowler,RB,2010,249,4,0.9094,Alabama,Mobile,AL,30.6943566,-88.0430541,2015,4,108,TEN,FB,Alabama
82,Darius Philon,DT,2012,441,3,0.8829,Arkansas,Mobile,AL,30.6943566,-88.0430541,2015,6,192,SDG,DT,Arkansas
83,Brice Butler,WR,2008,50,4,0.9769,USC,Norcross,GA,33.9412127,-84.2135309,2013,7,209,OAK,WR,San Diego State
84,Max Garcia,OT,2010,723,3,0.8622,Maryland,Norcross,GA,33.9412127,-84.2135309,2015,4,133,DEN,C,Florida
85,Geremy Davis,WR,2010,1341,3,0.8385,Connecticut,Norcross,GA,33.9412127,-84.2135309,2015,6,186,NYG,WR,Connecticut
86,Aaron Hernandez,TE,2007,35,4,0.9814,Florida,Bristol,CT,41.6845299,-72.94139577,2010,4,113,NWE,TE,Florida
87,Byron Jones,S,2010,1858,3,0.8111,Connecticut,Bristol,CT,41.6845299,-72.94139577,2015,1,27,DAL,CB,Connecticut
88,Cliff Matthews,WDE,2007,36,4,0.9812,South Carolina,Cheraw,SC,34.6976564,-79.8833971,2011,7,230,ATL,DE,South Carolina
89,Chris Culliver,CB,2007,38,4,0.981,South Carolina,Garner,NC,35.7112642,-78.6141709,2011,3,80,SFO,DB,South Carolina
90,Rueben Randle,WR,2009,8,5,0.9967,LSU,Bastrop,LA,30.1104947,-97.3152701,2012,2,63,NYG,WR,LSU
91,Ka'Deem Carey,RB,2011,331,3,0.8799,Arizona,Tucson,AZ,32.2218917,-110.9262353,2014,4,117,CHI,RB,Arizona
92,Blake Martinez,ILB,2012,746,3,0.8594,Stanford,Tucson,AZ,32.2218917,-110.9262353,2016,4,131,GNB,LB,Stanford
93,Allen Bailey,SDE,2007,42,4,0.9793,Miami,Darien,GA,31.3702255,-81.4339903,2011,3,86,KAN,DE,Miami
94,Major Wright,S,2007,43,4,0.9788,Florida,Fort Lauderdale,FL,26.1223084,-80.1433786,2010,3,75,CHI,DB,Florida
95,Leonard Hankerson,WR,2007,367,3,0.8733,Miami,Fort Lauderdale,FL,26.1223084,-80.1433786,2011,3,79,WAS,WR,Miami
96,Andrew Datko,OT,2008,471,3,0.8733,Florida State,Fort Lauderdale,FL,26.1223084,-80.1433786,2012,7,241,GNB,OL,Florida State
97,Christian Thompson,S,2008,524,3,0.8684,Auburn,Fort Lauderdale,FL,26.1223084,-80.1433786,2012,4,130,BAL,DB,South Carolina State
98,Blair Walsh,K,2008,703,3,0.8542,Georgia,Fort Lauderdale,FL,26.1223084,-80.1433786,2012,6,175,MIN,K,Georgia
99,Brandon McGee,CB,2009,56,4,0.972,Miami,Fort Lauderdale,FL,26.1223084,-80.1433786,2013,5,149,STL,DB,Miami
100,Dezmen Southward,S,2009,1769,2,0.7889,Wisconsin,Fort Lauderdale,FL,26.1223084,-80.1433786,2014,3,68,ATL,DB,Wisconsin
101,Brandon Linder,OC,2010,132,4,0.9386,Miami,Fort Lauderdale,FL,26.1223084,-80.1433786,2014,3,93,JAX,OL,Miami
102,Giovani Bernard,RB,2010,179,4,0.9232,North Carolina,Fort Lauderdale,FL,26.1223084,-80.1433786,2013,2,37,CIN,RB,North Carolina
103,Jon Feliciano,OT,2010,753,3,0.8622,Miami,Fort Lauderdale,FL,26.1223084,-80.1433786,2015,4,128,OAK,G,Miami
104,Nevin Lawson,CB,2010,1764,3,0.8111,Utah State,Fort Lauderdale,FL,26.1223084,-80.1433786,2014,4,133,DET,DB,Utah State
105,Bobby Hart,OG,2011,54,4,0.9719,Florida State,Fort Lauderdale,FL,26.1223084,-80.1433786,2015,7,226,NYG,G,Florida State
106,Ryan Shazier,OLB,2011,106,4,0.9476,Ohio State,Fort Lauderdale,FL,26.1223084,-80.1433786,2014,1,15,PIT,LB,Ohio State
107,Rashad Greene,WR,2011,118,4,0.941,Florida State,Fort Lauderdale,FL,26.1223084,-80.1433786,2015,5,139,JAX,WR,Florida State
108,Phillip Dorsett,WR,2011,383,3,0.8731,Miami,Fort Lauderdale,FL,26.1223084,-80.1433786,2015,1,29,IND,WR,Miami
109,B.J. Dubose,SDE,2011,406,3,0.8706,Louisville,Fort Lauderdale,FL,26.1223084,-80.1433786,2015,6,193,MIN,DE,Louisville
110,Jake Rudock,PRO,2011,627,3,0.8559,Iowa,Fort Lauderdale,FL,26.1223084,-80.1433786,2016,6,191,DET,QB,Michigan
111,Danny Isidora,OG,2012,389,3,0.8889,Miami,Fort Lauderdale,FL,26.1223084,-80.1433786,2017,5,180,MIN,G,Miami
112,Fabian Moreau,RB,2012,1296,3,0.8234,UCLA,Fort Lauderdale,FL,26.1223084,-80.1433786,2017,3,81,WAS,CB,UCLA
113,Daniel Braverman,WR,2012,1718,3,0.8005,Western Michigan,Fort Lauderdale,FL,26.1223084,-80.1433786,2016,7,230,CHI,WR,Western Michigan
114,Chris Rainey,RB,2007,45,4,0.9787,Florida,Lakeland,FL,28.0394654,-81.9498042,2012,5,159,PIT,RB,Florida
115,John Brown,DT,2007,73,4,0.9652,Florida,Lakeland,FL,28.0394654,-81.9498042,2014,3,91,ARI,WR,Pittsburg State
116,Maurkice Pouncey,OG,2007,227,4,0.8906,Florida,Lakeland,FL,28.0394654,-81.9498042,2010,1,18,PIT,C,Florida
117,Mike Pouncey,OG,2007,279,3,0.8844,Florida,Lakeland,FL,28.0394654,-81.9498042,2011,1,15,MIA,G,Florida
118,Bilal Powell,RB,2007,1199,3,0.8111,Louisville,Lakeland,FL,28.0394654,-81.9498042,2011,4,126,NYJ,RB,Louisville
119,Darryl Roberts,CB,2010,2237,2,0.7667,Marshall,Lakeland,FL,28.0394654,-81.9498042,2015,7,247,NWE,CB,Marshall
120,Trent Taylor,SDE,2012,404,3,0.8869,Tennessee,Lakeland,FL,28.0394654,-81.9498042,2017,5,177,SFO,WR,Louisiana Tech
121,Sam Acho,WDE,2007,166,4,0.92,Texas,Dallas,TX,32.7762719,-96.7968559,2011,4,103,ARI,DE,Texas
122,Greg McCoy,CB,2007,905,3,0.8333,TCU,Dallas,TX,32.7762719,-96.7968559,2012,7,220,CHI,DB,TCU
123,Emmanuel Acho,OLB,2008,175,4,0.9223,Texas,Dallas,TX,32.7762719,-96.7968559,2012,6,204,CLE,LB,Texas
124,Terrance Williams,WR,2008,1136,3,0.8194,Baylor,Dallas,TX,32.7762719,-96.7968559,2013,3,74,DAL,WR,Baylor
125,Rufus Johnson,SDE,2008,1270,3,0.8111,New Mexico,Dallas,TX,32.7762719,-96.7968559,2013,6,183,NOR,DE,Tarleton State
126,Corey Nelson,OLB,2010,73,4,0.9656,Oklahoma,Dallas,TX,32.7762719,-96.7968559,2014,7,242,DEN,LB,Oklahoma
127,Ty Montgomery,WR,2011,231,4,0.9026,Stanford,Dallas,TX,32.7762719,-96.7968559,2015,3,94,GNB,WR,Stanford
128,Paul Dawson,ATH,2011,1327,3,0.8111,TCU,Dallas,TX,32.7762719,-96.7968559,2015,3,99,CIN,ILB,TCU
129,Lee Ziemba,OT,2007,47,4,0.9783,Auburn,Rogers,AR,36.3320197,-94.1185366,2011,7,244,CAR,T,Auburn
130,Dez Bryant,WR,2007,48,4,0.9783,Oklahoma State,Lufkin,TX,31.3386242,-94.7288558,2010,1,24,DAL,WR,Oklahoma State
131,Adrien Robinson,TE,2007,624,3,0.851,Cincinnati,Indianapolis,IN,39.7683331,-86.1583502,2012,4,127,NYG,TE,Cincinnati
132,Tandon Doss,WR,2008,837,3,0.8431,Indiana,Indianapolis,IN,39.7683331,-86.1583502,2011,4,123,BAL,WR,Indiana
133,Zack Martin,OT,2009,142,4,0.9319,Notre Dame,Indianapolis,IN,39.7683331,-86.1583502,2014,1,16,DAL,G,Notre Dame
134,Ted Karras,OG,2011,1239,3,0.8171,Illinois,Indianapolis,IN,39.7683331,-86.1583502,2016,6,221,NWE,G,Illinois
135,Sheldon Day,DT,2012,111,4,0.9509,Notre Dame,Indianapolis,IN,39.7683331,-86.1583502,2016,4,103,JAX,DT,Notre Dame
136,Dion Sims,TE,2009,321,4,0.8906,Michigan State,West Bloomfield,MI,44.2208134,-88.9717809,2013,4,106,MIA,TE,Michigan State
137,Allen Robinson,WR,2011,975,3,0.836,Penn State,West Bloomfield,MI,44.2208134,-88.9717809,2014,2,61,JAX,WR,Penn State
138,Josh Chapman,DT,2007,571,3,0.8545,Alabama,Hoover,AL,33.434977,-86.81784808,2012,5,136,IND,NT,Alabama
139,Denarius Moore,WR,2007,245,3,0.8889,Tennessee,Tatum,TX,32.3162091,-94.5166687,2011,5,148,OAK,WR,Tennessee
140,Jordan Zumwalt,ILB,2010,258,4,0.9042,UCLA,Huntington Beach,CA,33.6783336,-118.0000166,2014,6,192,PIT,LB,UCLA
141,Robert Woods,ATH,2010,3,5,0.9987,USC,Gardena,CA,33.888658,-118.307648,2013,2,41,BUF,WR,USC
142,Paul Richardson,WR,2010,260,4,0.9063,Colorado,Gardena,CA,33.888658,-118.307648,2014,2,45,SEA,WR,Colorado
143,Bene Benwikere,CB,2010,868,3,0.8563,San Jose State,Gardena,CA,33.888658,-118.307648,2014,5,148,CAR,DB,San Jose State
144,Marqise Lee,ATH,2011,46,4,0.975,USC,Gardena,CA,33.888658,-118.307648,2014,2,39,JAX,WR,USC
145,Dwayne Gratz,CB,2008,640,3,0.8576,Connecticut,Piscataway,NJ,40.5462553,-74.4660408,2013,3,64,JAX,DB,Connecticut
146,Tajae Sharpe,WR,2012,1169,3,0.8328,Massachusetts,Piscataway,NJ,40.5462553,-74.4660408,2016,5,140,TEN,WR,Massachusetts
147,Aaron Murray,DUAL,2009,19,5,0.99,Georgia,Tampa,FL,27.9477595,-82.458444,2014,5,163,KAN,QB,Georgia
148,Orson Charles,WR,2009,115,4,0.9464,Georgia,Tampa,FL,27.9477595,-82.458444,2012,4,116,CIN,TE,Georgia
149,Chaz Green,OT,2010,43,4,0.978,Florida,Tampa,FL,27.9477595,-82.458444,2015,3,91,DAL,T,Florida
150,Anthony Chickillo,WDE,2011,22,5,0.9902,Miami,Tampa,FL,27.9477595,-82.458444,2015,6,212,PIT,DE,Miami
151,Ramik Wilson,ILB,2011,361,3,0.8757,Georgia,Tampa,FL,27.9477595,-82.458444,2015,4,118,KAN,ILB,Georgia
152,Chris Moore,WR,2011,835,3,0.8441,Cincinnati,Tampa,FL,27.9477595,-82.458444,2016,4,107,BAL,WR,Cincinnati
153,Nelson Agholor,ATH,2012,30,5,0.9854,USC,Tampa,FL,27.9477595,-82.458444,2015,1,20,PHI,WR,USC
154,Tyler Lockett,WR,2011,727,3,0.8497,Kansas State,Tulsa,OK,36.1556805,-95.9929113,2015,3,69,SEA,WR,Kansas State
155,William Campbell,DT,2009,104,4,0.9525,Michigan,Detroit,MI,42.3486635,-83.0567375,2013,6,178,NYJ,OL,Michigan
156,William Gholston,SDE,2010,18,5,0.9899,Michigan State,Detroit,MI,42.3486635,-83.0567375,2013,4,126,TAM,DE,Michigan State
157,Johnathan Hankins,DT,2010,324,4,0.8932,Ohio State,Detroit,MI,42.3486635,-83.0567375,2013,2,49,NYG,DT,Ohio State
158,Tony Lippett,ATH,2010,980,3,0.8542,Michigan State,Detroit,MI,42.3486635,-83.0567375,2015,5,156,MIA,WR,Michigan State
159,Trey Millard,TE,2010,362,3,0.8875,Oklahoma,Columbia,MO,38.951883,-92.3337366,2014,7,245,SFO,FB,Oklahoma
160,Bryan Bulaga,OT,2007,64,4,0.9703,Iowa,Woodstock,IL,42.3149592,-88.4475375,2010,1,23,GNB,T,Iowa
161,Keenan Robinson,OLB,2007,65,4,0.97,Texas,Plano,TX,33.0136764,-96.6925096,2012,4,119,WAS,LB,Texas
162,Rex Burkhead,APB,2009,336,3,0.8895,Nebraska,Plano,TX,33.0136764,-96.6925096,2013,6,190,CIN,RB,Nebraska
163,Kheeston Randall,DT,2008,318,4,0.8917,Texas,Beaumont,TX,30.0860459,-94.1018461,2012,7,215,MIA,DT,Texas
164,Christine Michael,RB,2009,22,5,0.9887,Texas A&M,Beaumont,TX,30.0860459,-94.1018461,2013,2,62,SEA,RB,Texas A&M
165,Sterling Shepard,WR,2012,99,4,0.9551,Oklahoma,Oklahoma City,OK,35.4729886,-97.5170536,2016,2,40,NYG,WR,Oklahoma
166,Everett Dawkins,DT,2008,316,4,0.8922,Florida State,Duncan,SC,34.9378962,-82.1451096,2013,7,229,MIN,DT,Florida State
167,Marcus Lattimore,APB,2010,9,5,0.9953,South Carolina,Duncan,SC,34.9378962,-82.1451096,2013,4,131,SFO,RB,South Carolina
168,Marquise Goodwin,WR,2009,392,3,0.8826,N/A,Garland,TX,32.912624,-96.6388833,2013,3,78,BUF,WR,Texas
169,Greg Little,ATH,2007,75,4,0.9614,North Carolina,Durham,NC,35.9966551,-78.9018115,2011,2,59,CLE,WR,North Carolina
170,Mike Johnson,PRO,2007,1083,3,0.8181,Tulsa,Durham,NC,35.9966551,-78.9018115,2010,3,98,ATL,G,Alabama
171,Brian Price,DT,2007,122,4,0.9371,UCLA,Los Angeles,CA,34.054935,-118.244476,2010,2,35,TAM,DT,UCLA
172,Akeem Ayers,OLB,2007,182,4,0.9127,UCLA,Los Angeles,CA,34.054935,-118.244476,2011,2,39,TEN,LB,UCLA
173,Chris Conte,S,2007,516,3,0.8563,California,Los Angeles,CA,34.054935,-118.244476,2011,3,93,CHI,DB,California
174,Titus Young,ATH,2007,538,3,0.8556,Boise State,Los Angeles,CA,34.054935,-118.244476,2011,2,44,DET,WR,Boise State
175,Rahim Moore,S,2008,108,4,0.9468,UCLA,Los Angeles,CA,34.054935,-118.244476,2011,2,45,DEN,DB,UCLA
176,Johnathan Franklin,RB,2008,289,4,0.8943,UCLA,Los Angeles,CA,34.054935,-118.244476,2013,4,125,GNB,RB,UCLA
177,Joel Bitonio,OT,2009,1723,2,0.7889,Nevada,Los Angeles,CA,34.054935,-118.244476,2014,2,35,CLE,G,Nevada
178,Anthony Barr,ATH,2010,61,4,0.9701,UCLA,Los Angeles,CA,34.054935,-118.244476,2014,1,9,MIN,LB,UCLA
179,Hayes Pullard,ATH,2010,232,4,0.9114,USC,Los Angeles,CA,34.054935,-118.244476,2015,7,219,CLE,ILB,USC
180,De'Anthony Thomas,APB,2011,13,5,0.9926,Oregon,Los Angeles,CA,34.054935,-118.244476,2014,4,124,KAN,RB,Oregon
181,Marcus Martin,OG,2011,574,3,0.8584,USC,Los Angeles,CA,34.054935,-118.244476,2014,3,70,SFO,C,USC
182,Travian Robertson,DT,2007,79,4,0.9599,South Carolina,Laurinburg,NC,34.7740495,-79.4628248,2012,7,249,ATL,DT,South Carolina
183,Terrell Manning,OLB,2008,151,4,0.9296,N.C. State,Laurinburg,NC,34.7740495,-79.4628248,2012,5,163,GNB,LB,North Carolina State
184,Golden Tate,WR,2007,81,4,0.9594,Notre Dame,Hendersonville,TN,36.3047735,-86.6199957,2010,2,60,SEA,WR,Notre Dame
185,Chad Jones,S,2007,84,4,0.9573,LSU,Baton Rouge,LA,30.4507462,-91.154551,2010,3,76,NYG,DB,LSU
186,Frank Alexander,WDE,2007,286,3,0.8844,Oklahoma,Baton Rouge,LA,30.4507462,-91.154551,2012,4,103,CAR,DE,Oklahoma
187,Dallas Thomas,OT,2008,667,3,0.8556,Tennessee,Baton Rouge,LA,30.4507462,-91.154551,2013,3,77,MIA,T,Tennessee
188,Chris Scott,S,2008,712,3,0.8542,TCU,Baton Rouge,LA,30.4507462,-91.154551,2010,5,151,PIT,G,Tennessee
189,Lavar Edwards,SDE,2008,959,3,0.8333,LSU,Baton Rouge,LA,30.4507462,-91.154551,2013,5,142,TEN,DE,LSU
190,Deon Simon,DT,2009,1047,3,0.8448,UCF,Baton Rouge,LA,30.4507462,-91.154551,2015,7,223,NYJ,NT,Northwestern State (LA)
